player_id,player_name,team_id,team_name,country_code,position,jersey_number,matches_played,minutes_played,defensive_pressures,direct_defensive_pressures,forced_turnovers,direct_pressures_per90,all_pressures_per90,forced_turnovers_per90
448217,Matt TURNER,43921,USA,USA,Goalkeeper,1,1,104.90254999999999,0.0,0.0,0.0,0.0,0.0,0.0
406280,Sergino DEST,43921,USA,USA,Defender,2,5,335.66993333333335,97.0,9.0,14.0,2.413084758460146,26.007691285626017,3.753687402049116
419062,Chris RICHARDS,43921,USA,USA,Defender,3,4,419.95593333333335,22.0,11.0,4.0,2.3573901960189794,4.714780392037959,0.8572327985523559
390238,Tyler ADAMS,43921,USA,USA,Midfielder,4,4,397.65656666666666,65.0,21.0,30.0,4.752844938140508,14.711186713292047,6.789778483057868
441251,Antonee ROBINSON,43921,USA,USA,Defender,5,4,399.23064999999997,66.0,18.0,14.0,4.057804680076543,14.878617160280657,3.1560703067261997
390272,Auston TRUSTY,43921,USA,USA,Defender,6,2,123.08418333333333,31.0,6.0,5.0,4.387241198469719,22.66741285876022,3.6560343320581
419068,Giovanni REYNA,43921,USA,USA,Midfielder,7,5,155.80253333333337,46.0,6.0,8.0,3.465925671726347,26.57209681656866,4.621234228968462
390259,Weston McKENNIE,43921,USA,USA,Midfielder,8,5,504.27435,102.0,21.0,22.0,3.7479598159216305,18.204376248762205,3.9264340928702794
419082,Ricardo PEPI,43921,USA,USA,Forward,9,5,247.66133333333335,84.0,15.0,18.0,5.450992215175562,30.52555640498315,6.541190658210675
390267,Christian PULISIC,43921,USA,USA,Forward,10,4,253.85453333333334,73.0,9.0,8.0,3.190803762154599,25.8809638485873,2.8362700108040877
419055,Brenden AARONSON,43921,USA,USA,Forward,11,1,82.19483333333332,37.0,9.0,6.0,9.854634009842469,40.51349537379682,6.569756006561646
436599,Miles ROBINSON,43921,USA,USA,Defender,12,1,104.90254999999999,11.0,5.0,6.0,4.289695531710144,9.437330169762319,5.147634638052173
339510,Tim REAM,43921,USA,USA,Defender,13,4,419.95593333333335,16.0,6.0,3.0,1.285849197828534,3.4289311942094236,0.642924598914267
499912,Sebastian BERHALTER,43921,USA,USA,Midfielder,14,5,231.85036666666667,63.0,17.0,9.0,6.599083805632684,24.45542822087407,3.49363260298201
385994,Cristian ROLDAN,43921,USA,USA,Midfielder,15,0,0.0,0.0,0.0,0.0,,,
464542,Alex FREEMAN,43921,USA,USA,Defender,16,5,442.47535,64.0,20.0,17.0,4.0680232243445875,13.017674317902681,3.4578197406929
448214,Malik TILLMAN,43921,USA,USA,Midfielder,17,5,415.9863666666667,115.0,25.0,15.0,5.408831106724572,24.880623090933025,3.2452986640347423
486390,Max ARFSTEN,43921,USA,USA,Defender,18,1,2.5436499999999995,0.0,0.0,0.0,0.0,0.0,0.0
390276,Haji WRIGHT,43921,USA,USA,Forward,19,2,4.858050000000006,0.0,0.0,0.0,0.0,0.0,0.0
466624,Folarin BALOGUN,43921,USA,USA,Forward,20,4,348.7864333333333,106.0,7.0,29.0,1.8062629156160794,27.35198129361492,7.483089221838044
406304,Timothy WEAH,43921,USA,USA,Forward,21,2,90.04825,34.0,4.0,5.0,3.9978567046000344,33.98178198910029,4.997320880750042
419077,Mark McKENZIE,43921,USA,USA,Defender,22,1,104.90254999999999,9.0,1.0,2.0,0.857939106342029,7.721451957078261,1.715878212684058
423700,Joe SCALLY,43921,USA,USA,Defender,23,2,100.61593333333333,19.0,4.0,4.0,3.5779621385347187,16.995320158039913,3.5779621385347187
499913,Matt FREESE,43921,USA,USA,Goalkeeper,24,4,419.95593333333335,0.0,0.0,0.0,0.0,0.0,0.0
464546,Chris BRADY,43921,USA,USA,Goalkeeper,25,0,0.0,0.0,0.0,0.0,,,
390278,Alex ZENDEJAS,43921,USA,USA,Forward,26,1,22.707716666666656,16.0,2.0,1.0,7.926820765040963,63.414566120327706,3.9634103825204816
441255,Dayne ST. CLAIR,43899,Canada,CAN,Goalkeeper,1,0,0.0,0.0,0.0,0.0,,,
441252,Alistair JOHNSTON,43899,Canada,CAN,Defender,2,5,511.18878333333333,52.0,16.0,12.0,2.8169632177962174,9.155130457837705,2.112722413347163
